"Image","Actual word","Kernel size","Kernel type","Iterations","Without Filter","Opening","Closing","Erosion","Dilation","OC","CO","OCO","COC","Sharpened"
"6525.jpeg","Revue",2,1,1,"Revue","Revue","Revue","Revue","Ravyue","Revue","Revue","Revue","Revue","Ravyue"
"6526.jpeg","in",2,1,1,,,,,,,,,,
"6527.png","board",2,1,1,,,,,,,,,,
"6528.jpeg","{all",2,1,1,,,,,,,,,,
"6529.png","protection",2,1,1,"r protection","r protection","r protection","r protection","r protection","r protection","r protection","r protection","r protection","r protection"
"653.png","farmers",2,1,1,,"farmers","farmers",,"farmers","farmers","farmers","farmers","farmers",
"6530.png","thorough",2,1,1,"thorougn","thorougn","thorougn","thorougn","thorougn","thorougn","thorougn","thorougn","thorougn","thorougn"
"6531.png","strategy",2,1,1,"ategy","rategy","rategy","ategy","rategy","Strategy","Strategy","Strategy","Strategy","rategy"
"6532.png","the",2,1,1,"the","the","the","the","the",,,"the","the","the"
"6533.jpeg","that",2,1,1,"that","that","that","that","that","that","that","that","that","that"
"6534.jpeg","represent >",2,1,1,"represent >","reoresent >","reoresent >","represent >","reoresent >","represent >","represent >","represent >","represent >","reoresent >"
"6535.jpeg","house",2,1,1,"house","house","house","house","house","house","house","house","house","house"
"6536.png","DK-2448",2,1,1,,,,,,,,,,
"6537.jpeg","Hanged",2,1,1,"Hanged","Hanged","Hanged","Hanged","Hanged","Hanged","Hanged","Hanged","Hanged","Hanged"
"6538.jpeg","for +",2,1,1,"for +","for +","for +",,"for +","for +","for +","for +","for +","tor +"
"6539.png","responsibilities",2,1,1,"responsibilities","responsibilities","responsibilities","responsibilities","responsibilities","responsibilities","responsibilities","responsibilities","responsibilities","responsibilities"
"654.jpeg","PLEASE",2,1,1,"PI FASE","PI FASE","PI FASE","PIEASE","PI FASE","PI EASE","PI EASE","PIEASE","PIEASE","PIEASE"
"6540.jpeg","book",2,1,1,"book","book","book","book","book","book","book","book","book","book"
"6541.jpeg","several",2,1,1,"several","severag|]","severa|]","several","saverg|!","severa]","severa]","severag]","severa]","several"
"6542.jpeg","want",2,1,1,"want","want","want","want","want","want","want","want","want","want"
"6543.jpeg","midnight",2,1,1,"midnight","midnight","midnight",,"midnight","midnight","midnight","midnight","midnight","midnight"
"6544.jpeg","those",2,1,1,,,,,,"those","those","those","those",
"6545.jpeg","affirmative",2,1,1,"affirmative","affirmative","affirmative","affirmative","affirmative","affirmative","affirmative","atfirmative","affirmative","affirmative"
"6546.jpeg","pangs",2,1,1,"pandas","pangs","pangs","panas","pangs","pangs","pangs","pongs","pongs","pangs"
"6547.jpeg","in%",2,1,1,"in’’o","in’’o","in’’o","in’’o","in’’o","in’’o","in’’o","in’’y","in’/y",
"6548.png","with",2,1,1,,,,,,"with","with","win","wih",
"6549.png","ARC",2,1,1,,,,,,,,,,
"655.jpeg","and",2,1,1,"and","and","and","and","and","and","and","and","and","and"
"6550.jpeg","Instantly",2,1,1,"Instantly","Instantly","Instantly","Instantly","Instantly","Instantly","Instantly","Instantly","Instantly","Instantly"
"6551.png","General",2,1,1,,"General","General",,"General","Genera!","Genera!","General","Genera!",
"6552.jpeg","public",2,1,1,"public","public","public","public","public","public","public","public","public","public"
"6553.jpeg","dangers",2,1,1,"dangers","dangers","dangers","dangers","dangers","dangers","dangers","dangers","dangers","dangers"
"6554.jpeg","out",2,1,1,"out","out","out","out","out","Out","Out","OUT","OUT","out"
"6555.jpeg","{whom",2,1,1,"{whom","{whom","{whom","{whom","{whom","{whom","{whom","{whom","{whom","{whom"
"6556.jpeg","as",2,1,1,"ds","Qs","as","as","Qs","as","as","gs","gs","ds"
"6557.jpeg","nowadays",2,1,1,"nowadays","nowadays","nowadays","nowadays","nowadays","nowadays","nowadays","nowadays","nowadays","nowadays"
"6558.jpeg","tall",2,1,1,"tall","tal]","tall","tall","tal]","tall","tall]","tal]","tal]","tall"
"6559.jpeg","it",2,1,1,,,,,,,,,,
"656.png","performance",2,1,1,"periormance","perionmance","perionmance","periormance","perionmance","periormance","performance","perfomance","performance","penonnance"
"6560.jpeg","should",2,1,1,,"should","should",,,"should","should","should","should",
"6561.png","influenced",2,1,1,"influenced","influenced","influenced","influenced","influenced","influenced","influenced","influenced","influenced","ntiuenced"
"6562.png","conducted.",2,1,1,,,,,,,,,,
"6563.png","two",2,1,1,,,,,,,,,,
"6564.png","from",2,1,1,,,,,,,,,,
"6565.png","the",2,1,1,,,,,,,,,,
"6566.jpeg","CLOTHES",2,1,1,,,,,,,,,,
"6567.png","the",2,1,1,,,,,,,,,,
"6568.png","past",2,1,1,,,,,,,,,,
"6569.png","VSATs",2,1,1,,,,,,,,,,
"657.jpeg","REMARK",2,1,1,,,,,,,,,,
"6570.png","long",2,1,1,,,,,,"long","long",,,"long"
"6571.png","468-10.",2,1,1,,,,,,,,,,
"6572.jpeg","would """,2,1,1,"would ""","would ""","would ""","would ""","would ""","would ""","would ""","would ""","would ""","would """
"6573.jpeg","Id",2,1,1,"ld","ld","ld","ld","ld",,,,,"ld"
"6574.png","Resource",2,1,1,,,,,,,,,,
"6575.png","maximizes",2,1,1,"maximizes","maximizes","maximizes","maximizes","maximizes","maximizes","maximizes","maximizes","maximizes","maximizes"
"6576.png","the.",2,1,1,"the",,,,"the",,,,,"the"
"6577.png","company",2,1,1,"COMDANY","COMDANY","COMDANY","COMDANY","COMDANY","COMpDAaNY","COMDpDANY","Company","company","COMDAaNy"
"6578.png","(2",2,1,1,,,,,,,,,,
"6579.jpeg","knoweth",2,1,1,"knoweth","knoweth","knoweth","knovweth","knoweth","knoweth","knoweth","knoweth","knoweth","knoweth"
"658.png",8,2,1,1,,,,,,,,,,"G2
badied"
"6580.jpeg","THEY",2,1,1,"THEY","THEY","THEY","THEY","THEY","THEY","THEY","THEY","THEY","THEY"
"6581.png","the",2,1,1,,,,,,"the","tne","the","the","tne"
"6582.png","India",2,1,1,,,,,,,,,,
"6583.jpeg","of",2,1,1,,,,,,,,,,"of"
"6584.jpeg","but",2,1,1,,"but","but",,"but","but","but","but","but",
"6585.jpeg","that",2,1,1,,,,,,,,,,
"6586.jpeg","her",2,1,1,"her","her","her","her","her","her","her","her","her","her"
"6587.png","Interest",2,1,1,,,,,,,,,,
"6588.jpeg","man\",2,1,1,"man\","man\","man\","man\","man\","man\","man\","man\","man\","man\"
"6589.jpeg","the",2,1,1,"the","the","the","the","the","the","the","the","the","the"
"659.jpeg","fetch",2,1,1,"fetch","fetch","fetch","Fetch","Feich","fetch","fetch","4ptch","fptch","fetch"
"6590.jpeg","THE",2,1,1,"THE","THE","THE","THE","THE","THE","THE","THE","THE","THE"
"6591.png","Corruption.",2,1,1,"Corruption.","Corruption.","Corruption.","Corruption.","Corruption.","Corruption.","Corruption.","Corruption.","Corruption.","Corruption."
"6592.jpeg","AS",2,1,1,"AS","AS","AS","AS","AS","AS","AS","AS","AS","AS"
"6593.jpeg","perhaps",2,1,1,"perhaps","perhaps","perhaps","perhaps","perhaps","perhaps","perhaps","perhaps","perhaps","perhaps"
"6594.png","their",2,1,1,,,,,,,,,,
"6595.jpeg","LE",2,1,1,,,,,,,,,,
"6596.jpeg","ONLY",2,1,1,"ONLY",,"ONLY","ONLY",,,,,,"ONLY"
"6597.png","of",2,1,1,,,,,,,,,,
"6598.jpeg","when",2,1,1,"when","when","when","when","when","when","when","when","when","when"
"6599.png"," ",2,1,1,,"|",,,,,,,,
"66.png","might",2,1,1,,,,,,,,,,
"660.png","with",2,1,1,,,,,,,,,,
"6600.jpeg","by",2,1,1,"by","by","by","by","by","by","by","by","by","by"
"6601.jpeg","his",2,1,1,"His","his","his","his","his","his","his","his","his","His"
"6602.jpeg","being",2,1,1,"being","being","being","being","being","being","being","being","being","being"
"6603.png","Perceived",2,1,1,"Perceived","Perceived","Perceived","Perceived","Perceived","Perceived","Perceived","Poarceived","Poarceived","Mearceived"
"6604.jpeg","whole",2,1,1,"whole","whole","whole","whole","whole","whole","whole","whole","whole","whole"
"6605.jpeg","his",2,1,1,"his","his","his","his","his","his","his","his","his","his"
"6606.png","Porter.",2,1,1,"Porter.","Porter.","Porter.","Porter.","Porter.","Porter","Porter","Porter","Porter","Porter."
"6607.png",4,2,1,1,,,,,,,,,,
"6608.png","two",2,1,1,,,,,,,,,,
"6609.png","Company",2,1,1,"Company","Company","Company","Company","Company","Company","Company","Company","Company","Company"
"661.jpeg","earn",2,1,1,"earn","earn","earn","earn","earn","earn","earn","earn","earn","earn"
"6610.jpeg","< appropriate",2,1,1,"< appropriate","< appropriate","< appropriate","< appropriate","< appropriate","< appropriate","< appropriate","< appropriate","< appropriate","< aopropriate"
"6611.png","has",2,1,1,,"e nas","e nas",,"e nas","e nas","e nas","e has","e has",
"6612.jpeg","KiKi",2,1,1,"Kiki","KiKi","KiKi","Kiki","Kiki","KiKi","KiKi","kik;","kik;","Kiki"
"6613.jpeg","room",2,1,1,"room","room","room","room","room","room","room","room","room","room"
"6614.jpeg","I",2,1,1,,,,,,,,,,
"6615.png","does",2,1,1,"doe","doe","doe","doe","doe","doe","doe","doe","doe","doe"
"6616.png","that",2,1,1,"that","that","that","that","that",,,,,"that"
"6617.jpeg","do",2,1,1,"do","do","do","do","do","do","do","do","do","do"
"6618.png","economy",2,1,1,"economy","economy","economy","economy","economy","economy","economy","economy","economy","economy"
"6619.jpeg","how",2,1,1,"how","how","how","how","how","how","how","how","how","how"
"662.jpeg","for",2,1,1,,,,,,,,,,
"6620.png","Satyam",2,1,1,,,,,,,,"Satyam","Satyam",
"6621.jpeg","EXALTED",2,1,1,"EXALTED","EXALTED","EXALTED","EXALTED","EXALTED","EXALTED","EXALTED","EXALTED","EXALTED","EXALTED"
"6622.jpeg","of",2,1,1,"of","of","of","of","of",,,,,"of"
"6623.png","The",2,1,1,"The","The","The",,"The","The","The",,"The","The"
"6624.jpeg","POINT",2,1,1,"POINT","POINT","POINT","POINT","POINT","POINT","POINT","POINT","POINT","POINT"
"6625.jpeg","me%",2,1,1,"me%","me%","me%","me%","me%","me%","me%","me%","me%","me%"
"6626.jpeg","WHEN",2,1,1,,,,,,,,,,
"6627.jpeg","ME",2,1,1,,,,,,"ME","ME","ME","ME",
"6628.jpeg","evil",2,1,1,"evil","evil","evil","evil","evil","evil","evil","evi","evi","evil"
"6629.png",15,2,1,1,,,,,,,,,,
"663.jpeg","stream",2,1,1,"stream","stream","stream","stream","stream","ctreqm","stream","ctrenam","ctream","stream"
"6630.png","media",2,1,1,"media","media","media","media","media","media","media","media","media","media"
"6631.jpeg","they",2,1,1,,,,,,"they","they","they","they",
"6632.jpeg","those",2,1,1,"those","those","those","those","those","those","those","thoce","thoce","those"
"6633.png","FOB",2,1,1,,,,,,,,,,
"6634.jpeg","to",2,1,1,"to","tO","tO","to","TO","le","to","to","to","to"
"6635.jpeg","can",2,1,1,"Can","can","can","can","can","Can","Can","Can","can","Can"
"6636.png","and",2,1,1,"and","and","and","and","and","and","and","and","and","and"
"6637.jpeg","This",2,1,1,,,,,,,,,,
"6638.png",10,2,1,1,,,,,,,,,,
"6639.png","company",2,1,1,"COMpPAanNy","COMPANY","COMPANY","COMPANY","COMPANY","COMPANY","COMPANY","COMPANY","COMPANY","COMpPAanNny"
"664.png","any",2,1,1,"any","any","any","any","any","any","any","any","any","any"
"6640.png","the",2,1,1,,,,,,"the","tne","the","the","tne"
"6641.jpeg","brilliant",2,1,1,"brilliant","brilliant","brilliant","brilliant","brilliant","brilliant","brilliant","brilliant","brilliant","brilliant"
"6642.jpeg","nobody",2,1,1,"nobody","nobody","nobody","nobody","nobody","nobody","nobody","nobody","nobody","nobody"
"6643.jpeg","YEAR",2,1,1,,,,,,,,,,
"6644.jpeg","DUE",2,1,1,"DUE","DUF","DUF","DUE","DUFF","DUF","DUF","DUF","DUF","DUE"
"6645.png","Attempt",2,1,1,"Attempt","Attempt","Attempt","Attempt","Attempt","Attempt","Attempt","Attempt","Attempt","Attempt"
"6646.jpeg","was",2,1,1,"was","was","was","was","was","was","was","was","was","was"
"6647.jpeg","WISE",2,1,1,"WISE","WISE","WISE","WISE","WISE","WISE","WISE","WISE","WISE","WISE"
"6648.png","in",2,1,1,"ror","r iP","ron","r iP","ron","ron","ron","ron","ron",
"6649.jpeg","in",2,1,1,"in","in","in","in","in",,,,,"in"
"665.png","(c)",2,1,1,,,,,,"(C)","(C)","(C)","(C)",
"6650.png",20,2,1,1,,,,,,,,,,
"6651.jpeg","that",2,1,1,,,,,,,,,,
"6652.png","a",2,1,1,"-
)",,,,,,,,,
"6653.png","the",2,1,1,,,,,,,,,,
"6654.jpeg","except",2,1,1,"except","except","except","except","except","excepi","except","excepi","excepi","except"
"6655.jpeg","used",2,1,1,"used","used","used","used","used","used","used","used","used","used"
"6656.png","on",2,1,1,,,,,,,,,,
"6657.jpeg","value",2,1,1,"value","value","value","value","value","value","value","value","value","value"
"6658.png","its",2,1,1,"its","ifs","ifs","its","ifs","its","its",,,"ii9"
"6659.jpeg","poor",2,1,1,"poor","pootr","pootr","poor","pootr","poor","poor","poor","poor","peor"
"666.png","tours",2,1,1,,,,,,,,,,
"6660.png",2,2,1,1,,,,,,,,,,
"6661.png","The",2,1,1,,,,,,,,,,
"6662.jpeg","deliberate",2,1,1,,,"deliberate",,,"deliberate","deliberate","deliberate","deliberate","deliberate"
"6663.png","between",2,1,1,,,,,,,,"between","between",
"6664.png","would",2,1,1,"woul","woul","woul","woul","woul","woul","woul","woul","woul","woul"
"6665.png","product",2,1,1,"product","product","product","product","product","product","product","product","product","product"
"6666.jpeg","involves",2,1,1,"involves","involves","involves","involves","involves","involves","involves","Involves","Involves","involves"
"6667.png","SBU",2,1,1,,,,,,,,,,
"6668.jpeg","transformed",2,1,1,"transformed","transformed","transformed","transformed","transformed","transformed","transformed","transformed","transformed","transformed"
"6669.png","maximum",2,1,1,"maximum","maximum","maximum","maximum","maximum","maximum","maximum","maximum","maximum","maximum"
"667.jpeg","CANNOT",2,1,1,"CANNOT","CANNOT","CANNOT","CANNOT","CANNOT","CANNOT","CANNOT","CANNOT","CANNOT","CANNOT"
"6670.jpeg","things",2,1,1,"things","things","things","things","things","things","things","things","things","things"
"6671.png","9,00,000",2,1,1,,,,,,,,,,
"6672.jpeg","greater",2,1,1,"greater","greater","greater","greater","greater","greater","greater","greater","greater","oreater"
"6673.png","a",2,1,1,,,,,,,,,,
"6674.png","product",2,1,1,"product","product","product","product","product","product","product","oroduct","oroduct","product"
"6675.png","safety",2,1,1,"safety","safety","safety","safety","Safety","safety","safety","safety","safety","safety"
"6676.png","of",2,1,1,"Ot","Of","Of","Of","Ot","of","Of","Of","Of","ot"
"6677.jpeg","LIGHTEN",2,1,1,"LIGHTEN","LIGHTEN","LIGHTEN","LIGHTEN","LIGHTEN","LIGHTEN","LIGHTEN","LIGHTEN","LIGHTEN","LIGHTEN"
"6678.jpeg","door",2,1,1,"door","door","door","door","door","door","door","door","door","door"
"6679.png","the",2,1,1,"tne","ine","ine","ine","ine",,,,,"tne"
"668.png","and",2,1,1,,"and","and",,"and","and","and","and","and","and"
"6680.png","?",2,1,1,,,,,,,,,,
"6681.jpeg","ordinary",2,1,1,"ordinary","ordinary","ordinary","ordinary","ordinary","ordinary","ordinary","ordinary","ordinary","ordinary"
"6682.jpeg","SEEMED",2,1,1,"SEEMED","SEEMED)","SEEMED","SEEMED","SEEMET)","SFEMET)","SFEMET)","SEEMED","SEEMED","SEEMED)"
"6683.jpeg","safety",2,1,1,"safety","safety","safety","safety","safety","safety","safety","safety","safety","safety"
"6684.jpeg","And",2,1,1,"And","And","And","And","And","And","And","And","And","And"
"6685.jpeg","bed",2,1,1,,,,,,,,,,
"6686.jpeg","age",2,1,1,"age","age","age","age","age","age","age","age","age","age"
"6687.png","an",2,1,1,,,,,,,,,,
"6688.png","of",2,1,1,"OT","OT","OT","OT","OT","Of","OT","OT","Of","OT"
"6689.png","demanded",2,1,1,,,,,,,,"demanded","demanded",
"669.jpeg","YOUR",2,1,1,"YOUR","YOUR","YOUR","YOUR","YOUR","YOUR","YOUR","YOUR","YOUR","YOUR"
"6690.png","Con.",2,1,1,"Con.","Con.","Con.","Con.","Con.","Con.","Con.","Con.","Con.","Con."
"6691.png","the",2,1,1,"the","the","the","the","the","the","the","the","the","the"
"6692.jpeg","entirety,",2,1,1,"entirety,","entirety,","entirety,","entirety,","entirety,","entirety,","entirety,","entirely,","entirely,","entirety,"
"6693.png","1256-10.",2,1,1,,,,,,,,,,
"6694.jpeg","_O_NO",2,1,1,,,,,,,,,,
"6695.jpeg","she",2,1,1,,"she","she",,"she","she","she",,,
"6696.jpeg","one`",2,1,1,"one","one","one",,"one","one","one -","one","one","one"
"6697.jpeg","to",2,1,1,"to",,,"to",,,,"to","to","to"
"6698.png","Marks",2,1,1,,,,,,,,,,
"6699.png","as",2,1,1,,"tas",,,"[a9",,,"tas","t ac",
"67.jpeg","nowfor",2,1,1,"nowfor","now tor","now for","now for","now for","now for","now for","nowfor","nowfor","nowfor"
"670.png","concept",2,1,1,"CONCEPT","CONnCcept","CONnCept","CONCEPT","CONCEPT","concept","concept","concept","concept","CONCEPT"
"6700.png","banks",2,1,1,,,,,,,,,,
"6701.jpeg","years",2,1,1,"years","years","years","years","years","years","years","years","years","years"
"6702.png","the",2,1,1,"tne","the","the","the","the","the","the",,,"tne"
"6703.jpeg","brothers",2,1,1,,,,,,"brothers","brothers","brothers","brothers",
"6704.png","financial",2,1,1,"tinancta!","financia!","financia!","financial","financtia!","financia!","financia!","financia!","financia!","tinancta!"
"6705.png","for",2,1,1,"for","for","for","for","for","fOr","fOr","fOr","fOr","ror"
"6706.png","virous.",2,1,1,,"’ VITOUS.","’ VITOUS.",,"’ VITOUS.","’ VITOUS.","’VITOUS.","’ VITOUS.","’ VITOUS.",
"6707.jpeg","fact",2,1,1,,,,,,"fact","fact","fact","fact",
"6708.png","and",2,1,1,"and","and","and","and","and","and","and","and","and","and"
"6709.png","False",2,1,1,,,,,,,,,,
"671.jpeg","this",2,1,1,,,,,,"this","this","thc","thc",
"6710.jpeg","caved",2,1,1,"caved","caved","caved","caved","caved","coved","coved","coved","covecd","caved"
"6711.png","Describe",2,1,1,,,,,,,,,,
"6712.jpeg","forms",2,1,1,"forms","forms","forms","forms","forms","forms","forms","forms","forms","forms"
"6713.jpeg","nations",2,1,1,"nations","nations","nations","nations","nations","nations","nations","notions","notions","nations"
"6714.jpeg","bill",2,1,1,"bill","bill","bill","bill","bill","bill","bill","bill","bill","bj"
"6715.jpeg","KANSAS",2,1,1,"KANSAS","KANSAS","KANSAS","KANSAS","KANSAS","KANSAS","KANSAS","KANSAS","KANSAS","KANSAS"
"6716.png","training",2,1,1,"training","training","training","training","training","training","training","training","training","training"
"6717.png","following",2,1,1,"following","following","following","following","following","following","following","following","following","roilowing"
"6718.jpeg","groan",2,1,1,"groan","oroan","groan","oroan","proan","proan","groan","proan","proan","oroan"
"6719.jpeg","likes",2,1,1,"likes","likes","likes","likes","likes","likes","likes","like","like","likes"
"672.png","as",2,1,1,,,,,,,,,,
"6720.png","Response",2,1,1,"Response","Response","Response","Response","Response","Response","Response","Response","Response","Response"
"6721.png","of",2,1,1,,,,,,,,,,
"6722.png","on",2,1,1,,,,,,,,,,
"6723.png","to",2,1,1,,,,,,,,,,
"6724.png","reasons",2,1,1,,,,,,,,,,
"6725.png","wondering",2,1,1,"wondering","wondering","wondering","wondering","wondering","wondering","wondering","wondering","wondering","wondering"
"6726.jpeg","how",2,1,1,"how","how","how","how","how","how","how","how","how","how"
"6727.png","exchange",2,1,1,"exchange","exchange","exchange","exchange","exchange","exchange","exchange","exchange","exchange","exchange"
"6728.jpeg","FOR",2,1,1,"FOR","FOR","FOR","FOR","FOR","FOR","FOR","FOR","FOR","FOR"
"6729.png","of",2,1,1,,,,,,,,,,
"673.jpeg","play",2,1,1,"play","play","play","play","olay","play","play","play","play","olay"
"6730.jpeg","from",2,1,1,"from","from","from","from","from","from","from","from","from","from"
